store,category,domain,website,lead_quality_score,priority_tier,known_source,why_high_quality,shopify_signal,best_email,public_emails,email_confidence,email_source_url,contact_pages_checked,linkedin_profiles_found,x_profiles_found,instagram_profiles_found,facebook_profiles_found,tiktok_profiles_found,youtube_profiles_found,public_profile_links,profile_status,hunter_domain_search,linkedin_search,channel,quick_check_command,exact_pitch,crawl_notes
Nugget,Baby & Kids,nuggetcomfort.com,https://nuggetcomfort.com,93,A,DTC kids brand,High-consideration furniture and colors,yes,pr@nuggetcomfort.com,pr@nuggetcomfort.com; hq@nuggetcomfort.com,high_site,https://nuggetcomfort.com/pages/nugget-press,https://nuggetcomfort.com; https://nuggetcomfort.com; https://nuggetcomfort.com/pages/faq-most-popular; https://nuggetcomfort.com/pages/contact-us; https://nuggetcomfort.com/pages/faq-most-popular; https://nuggetcomfort.com/; https://nuggetcomfort.com/pages/about-us; https://nuggetcomfort.com/pages/accessibility; https://nuggetcomfort.com/pages/faq-most-popular; https://nuggetcomfort.com/pages/nugget-press,,,https://www.instagram.com/nuggetcomfort,https://www.facebook.com/nuggetcomfort,,,https://www.instagram.com/nuggetcomfort; https://www.facebook.com/nuggetcomfort,direct_profile_found,https://hunter.io/search/nuggetcomfort.com,https://www.linkedin.com/search/results/companies/?keywords=Nugget,email first; LinkedIn or Instagram fallback,bun dev # then audit nuggetcomfort.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Nugget, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like high-consideration furniture and colors, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Nugget, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Slumberkins,Baby & Kids,slumberkins.com,https://slumberkins.com,93,A,DTC kids brand,Product selection by child need and age,yes,wholesale@slumberkins.com,wholesale@slumberkins.com; hello@slumberkins.com; support@savedby.io; claims@savedby.io,high_site,https://slumberkins.com/pages/wholesale,https://slumberkins.com; https://slumberkins.com; https://slumberkins.com/pages/faq; https://slumberkins.com/pages/wholesale; https://slumberkins.com/pages/retailers; https://slumberkins.com/pages/press; https://slumberkins.com/pages/accessibility,,,,https://www.facebook.com/groups/slumberkinssocial; https://www.facebook.com/share/FLtWS9mWMBASV2hM,,,https://www.facebook.com/groups/slumberkinssocial; https://www.facebook.com/share/FLtWS9mWMBASV2hM,direct_profile_found,https://hunter.io/search/slumberkins.com,https://www.linkedin.com/search/results/companies/?keywords=Slumberkins,email first; LinkedIn or Instagram fallback,bun dev # then audit slumberkins.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Slumberkins, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like product selection by child need and age, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Slumberkins, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Tea Collection,Baby & Kids,teacollection.com,https://www.teacollection.com/,93,A,DTC kids apparel,Kids apparel discovery,yes,pr@teacollection.com,pr@teacollection.com; service@teacollection.com,high_site,https://www.teacollection.com/pages/contact,https://www.teacollection.com/; https://www.teacollection.com; https://www.teacollection.com/pages/contact; https://www.teacollection.com/pages/press; https://www.teacollection.com/pages/faqs; https://www.teacollection.com/pages/become-a-tea-retailer,,,https://www.instagram.com/teacollection,https://www.facebook.com/teacollection; https://www.facebook.com/groups/1103774132970815,,,https://www.instagram.com/teacollection; https://www.facebook.com/teacollection; https://www.facebook.com/groups/1103774132970815,direct_profile_found,https://hunter.io/search/teacollection.com,https://www.linkedin.com/search/results/companies/?keywords=Tea%20Collection,email first; LinkedIn or Instagram fallback,bun dev # then audit teacollection.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Tea Collection, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like kids apparel discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Tea Collection, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Maisonette,Baby & Kids,maisonette.com,https://www.maisonette.com/,93,A,DTC marketplace,Large kids catalog and gift discovery,yes,partnerships@maisonette.com,partnerships@maisonette.com; press@maisonette.com; customercare@maisonette.com; buyers@maisonette.com; affiliates@maisonette.com; lescoop@maisonette.com; careers@maisonette.com,high_site,https://www.maisonette.com/pages/contact,https://www.maisonette.com/; https://www.maisonette.com; https://www.maisonette.com/pages/contact; https://www.maisonette.com/pages/faq; https://www.maisonette.com/pages/faq; https://www.maisonette.com/pages/press; https://www.maisonette.com/pages/press; https://www.maisonette.com/; https://www.maisonette.com/pages/accessibility; https://www.maisonette.com/pages/accessibility,,https://x.com/maisonetteworld,https://www.instagram.com/maisonetteworld,https://www.facebook.com/maisonetteworld,,,https://x.com/maisonetteworld; https://www.instagram.com/maisonetteworld; https://www.facebook.com/maisonetteworld,direct_profile_found,https://hunter.io/search/maisonette.com,https://www.linkedin.com/search/results/companies/?keywords=Maisonette,email first; LinkedIn or Instagram fallback,bun dev # then audit maisonette.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Maisonette, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like large kids catalog and gift discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Maisonette, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Rylee + Cru,Baby & Kids,ryleeandcru.com,https://ryleeandcru.com,93,A,DTC kids apparel,Kids apparel sizing and collections,yes,marketing@ryleeandcru.com,marketing@ryleeandcru.com; info@ryleeandcru.com,high_site,https://ryleeandcru.com/pages/contact-us,https://ryleeandcru.com; https://ryleeandcru.com; https://ryleeandcru.com/#gbaid697973; https://ryleeandcru.com/#gbaid430438; https://ryleeandcru.com/pages/contact-us,,,https://www.instagram.com/ryleeandcru,https://facebook.com/groups/ryleeandcru,https://www.tiktok.com/@ryleeandcrucollective,,https://www.instagram.com/ryleeandcru; https://facebook.com/groups/ryleeandcru; https://www.tiktok.com/@ryleeandcrucollective,direct_profile_found,https://hunter.io/search/ryleeandcru.com,https://www.linkedin.com/search/results/companies/?keywords=Rylee%20%2B%20Cru,email first; LinkedIn or Instagram fallback,bun dev # then audit ryleeandcru.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Rylee + Cru, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like kids apparel sizing and collections, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Rylee + Cru, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Monica + Andy,Baby & Kids,monicaandandy.com,https://monicaandandy.com,93,A,DTC kids apparel,Baby gifting and sizing,yes,prentice@monicaandandy.com,prentice@monicaandandy.com; store@monicaandandy.com; storks@monicaandandy.com; chicago@monicaandandy.com; nycstorks@monicaandandy.com,high_site,https://monicaandandy.com,https://monicaandandy.com; https://monicaandandy.com; https://monicaandandy.com/pages/contact; https://monicaandandy.com/pages/faq; https://monicaandandy.com/pages/wholesale; https://monicaandandy.com/pages/about-us; https://monicaandandy.com/pages/accessibility,,,https://www.instagram.com/abbymknuth; https://www.instagram.com/arielstewart; https://www.instagram.com/brettchesebro; https://www.instagram.com/jacylnmh27; https://www.instagram.com/ju_castro11,https://facebook.com/monicaandandy,https://www.tiktok.com/@monicaandandy,,https://www.instagram.com/abbymknuth; https://www.instagram.com/arielstewart; https://www.instagram.com/brettchesebro; https://facebook.com/monicaandandy; https://www.tiktok.com/@monicaandandy,direct_profile_found,https://hunter.io/search/monicaandandy.com,https://www.linkedin.com/search/results/companies/?keywords=Monica%20%2B%20Andy,email first; LinkedIn or Instagram fallback,bun dev # then audit monicaandandy.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Monica + Andy, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like baby gifting and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Monica + Andy, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Tubby Todd,Baby & Kids,tubbytodd.com,https://tubbytodd.com,93,A,DTC baby care,Sensitive skin questions and bundles,yes,marketing@tubbytodd.com,marketing@tubbytodd.com; customercare@tubbytodd.com,high_site,https://tubbytodd.com/pages/contact-us,https://tubbytodd.com; https://tubbytodd.com; https://tubbytodd.com/pages/contact-us; https://tubbytodd.com/pages/contact-us; https://tubbytodd.com/pages/contact-us,,,https://www.instagram.com/tubbytodd,https://www.facebook.com/TubbyTodd,https://www.tiktok.com/@tubbytodd,https://www.youtube.com/channel/UC3Y2R7E7DqvKky53lUS0--g,https://www.instagram.com/tubbytodd; https://www.facebook.com/TubbyTodd; https://www.tiktok.com/@tubbytodd; https://www.youtube.com/channel/UC3Y2R7E7DqvKky53lUS0--g,direct_profile_found,https://hunter.io/search/tubbytodd.com,https://www.linkedin.com/search/results/companies/?keywords=Tubby%20Todd,email first; LinkedIn or Instagram fallback,bun dev # then audit tubbytodd.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Tubby Todd, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like sensitive skin questions and bundles, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Tubby Todd, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Pipette,Baby & Kids,pipettebaby.com,https://www.pipettebaby.com/,93,A,DTC baby care,Baby care ingredient questions,yes,sales@pipettebaby.com,sales@pipettebaby.com; press@pipettebaby.com; care@pipettebaby.com,high_site,https://www.pipettebaby.com/pages/contact-us,https://www.pipettebaby.com/; https://www.pipettebaby.com; https://www.pipettebaby.com/pages/contact-us; https://www.pipettebaby.com/pages/contact-us; https://www.pipettebaby.com/pages/wholesale; https://www.pipettebaby.com/pages/press; https://www.pipettebaby.com/pages/accessibility-statement-and-assistance,,,https://www.instagram.com/pipettebaby,https://www.facebook.com/pipettebaby,https://www.tiktok.com/@pipettebaby,,https://www.instagram.com/pipettebaby; https://www.facebook.com/pipettebaby; https://www.tiktok.com/@pipettebaby,direct_profile_found,https://hunter.io/search/pipettebaby.com,https://www.linkedin.com/search/results/companies/?keywords=Pipette,email first; LinkedIn or Instagram fallback,bun dev # then audit pipettebaby.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Pipette, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like baby care ingredient questions, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Pipette, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
The Honest Company,Baby & Kids,honest.com,https://honest.com,93,A,DTC family care,Baby care bundles and subscriptions,yes,support@honest.com,support@honest.com; media@honest.com; influencers@honest.com; social@honest.com; socialgoodness@honest.com,high_site,https://honest.com/pages/faq,https://honest.com; https://honest.com; https://honest.com/pages/faq; https://honest.com/pages/retail-locator; https://honest.com/blogs/beauty/how-to-know-if-you-have-sensitive-skin-and-what-to-do-about-it?_pos=1&_psq=h&_ss=e&_v=1.0; https://honest.com/blogs/beauty/how-to-know-if-you-have-sensitive-skin-and-what-to-do-about-it,,,https://www.instagram.com/Honest; https://www.instagram.com/honest_beauty,,https://www.tiktok.com/@honest; https://www.tiktok.com/@honestbeauty,,https://www.instagram.com/Honest; https://www.instagram.com/honest_beauty; https://www.tiktok.com/@honest; https://www.tiktok.com/@honestbeauty,direct_profile_found,https://hunter.io/search/honest.com,https://www.linkedin.com/search/results/companies/?keywords=The%20Honest%20Company,email first; LinkedIn or Instagram fallback,bun dev # then audit honest.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For The Honest Company, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like baby care bundles and subscriptions, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread The Honest Company, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Hello Bello,Baby & Kids,hellobello.com,https://www.hellobello.com/,93,A,DTC baby care,Diaper subscription and product matching,yes,press@hellobello.com,press@hellobello.com,high_site,https://www.hellobello.com/press,https://www.hellobello.com/; https://www.hellobello.com; https://www.hellobello.com/contact; https://www.hellobello.com/contact; https://www.hellobello.com/help; https://www.hellobello.com/help; https://www.hellobello.com/press; https://www.hellobello.com/press; https://www.hellobello.com/about; https://www.hellobello.com/about,,https://widget.taggbox.com/embed-lite.min.js,https://www.instagram.com/hellobello,https://www.facebook.com/hellobello,https://www.tiktok.com/@hellobello,,https://widget.taggbox.com/embed-lite.min.js; https://www.instagram.com/hellobello; https://www.facebook.com/hellobello; https://www.tiktok.com/@hellobello,direct_profile_found,https://hunter.io/search/hellobello.com,https://www.linkedin.com/search/results/companies/?keywords=Hello%20Bello,email first; LinkedIn or Instagram fallback,bun dev # then audit hellobello.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Hello Bello, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your baby & kids catalog, answer buyer questions like diaper subscription and product matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Hello Bello, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
FIGS,Apparel,wearfigs.com,https://www.wearfigs.com/,93,A,DTC apparel,Scrub sizing and professional use cases,yes,teams@wearfigs.com,teams@wearfigs.com; stat@wearfigs.com; support@diziana.com,high_site,https://www.wearfigs.com/,https://www.wearfigs.com/; https://www.wearfigs.com; https://help.wearfigs.com/hc/en-us; https://help.wearfigs.com/hc/en-us; https://www.wearfigs.com/pages/press; https://www.wearfigs.com/pages/accessibility,,https://twitter.com/wearfigs,https://www.instagram.com/wearFIGS; https://www.instagram.com/wearfigs,https://www.facebook.com/wearFIGS,https://www.tiktok.com/@wearfigs,https://www.youtube.com/c/wearFIGS,https://twitter.com/wearfigs; https://www.instagram.com/wearFIGS; https://www.instagram.com/wearfigs; https://www.facebook.com/wearFIGS; https://www.tiktok.com/@wearfigs; https://www.youtube.com/c/wearFIGS,direct_profile_found,https://hunter.io/search/wearfigs.com,https://www.linkedin.com/search/results/companies/?keywords=FIGS,email first; LinkedIn or Instagram fallback,bun dev # then audit wearfigs.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For FIGS, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like scrub sizing and professional use cases, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread FIGS, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Vuori,Apparel,vuoriclothing.com,https://vuoriclothing.com,93,A,DTC apparel,Premium apparel sizing and activity matching,yes,support@vuoriclothing.com,support@vuoriclothing.com; u003esupport@vuoriclothing.com; support@vuori.com; info@afterpay.com; online@vuori.com,high_site,https://vuori.kustomer.help/#faq-wrap,https://vuoriclothing.com; https://vuoriclothing.com; https://vuori.kustomer.help/#faq-wrap; https://vuoriclothing.com/; https://vuoriclothing.com/; https://vuoriclothing.com/; https://vuoriclothing.com/pages/our-story; https://vuoriclothing.com/pages/our-story; https://vuoriclothing.com/pages/accessibility; https://vuoriclothing.com/products/cypress-vintage-crew-blue-sea,,http://www.twitter.com/vuoriclothing,https://www.instagram.com/vuoriclothing,https://www.facebook.com/vuoriclothing,https://www.tiktok.com/@vuoriclothing,https://www.youtube.com/@Vuoriclothing,http://www.twitter.com/vuoriclothing; https://www.instagram.com/vuoriclothing; https://www.facebook.com/vuoriclothing; https://www.tiktok.com/@vuoriclothing; https://www.youtube.com/@Vuoriclothing,direct_profile_found,https://hunter.io/search/vuoriclothing.com,https://www.linkedin.com/search/results/companies/?keywords=Vuori,email first; LinkedIn or Instagram fallback,bun dev # then audit vuoriclothing.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Vuori, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like premium apparel sizing and activity matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Vuori, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Alo Yoga,Apparel,aloyoga.com,https://www.aloyoga.com/,93,A,DTC apparel,Yoga/activewear discovery and sizing,yes,support@aloyoga.com,support@aloyoga.com; customerservice@aloyoga.com; compliance@aloyoga.com,high_site,https://www.aloyoga.com/,https://www.aloyoga.com/; https://www.aloyoga.com; https://www.aloyoga.com/pages/contact-us?traffic_type=internal_redirect; https://www.aloyoga.com/pages/contact-us; https://www.aloyoga.com/pages/we-are-alo; https://www.aloyoga.com/pages/we-are-alo?traffic_type=internal_redirect; https://www.aloyoga.com/\/pages\/returns-support; https://www.aloyoga.com/\/pages\/help-center; https://www.aloyoga.com/collections/espresso-1; https://www.aloyoga.com/pages/help-center,,https://twitter.com/aloyoga,https://www.instagram.com/aloyoga,https://www.facebook.com/aloclothing,https://www.tiktok.com/@alo,https://www.youtube.com/channel/UCJEi1foUiGObzzQM3QA2H5A,https://twitter.com/aloyoga; https://www.instagram.com/aloyoga; https://www.facebook.com/aloclothing; https://www.tiktok.com/@alo; https://www.youtube.com/channel/UCJEi1foUiGObzzQM3QA2H5A,direct_profile_found,https://hunter.io/search/aloyoga.com,https://www.linkedin.com/search/results/companies/?keywords=Alo%20Yoga,email first; LinkedIn or Instagram fallback,bun dev # then audit aloyoga.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Alo Yoga, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like yoga/activewear discovery and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Alo Yoga, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Outdoor Voices,Apparel,outdoorvoices.com,https://www.outdoorvoices.com/,93,A,DTC apparel,Activewear use-case matching,yes,hello@outdoorvoices.com,hello@outdoorvoices.com,high_site,https://www.outdoorvoices.com/,https://www.outdoorvoices.com/; https://www.outdoorvoices.com; https://www.outdoorvoices.com/; https://www.outdoorvoices.com/pages/contact-us; https://www.outdoorvoices.com/pages/contact-us; https://www.outdoorvoices.com/pages/help-center; https://www.outdoorvoices.com/collections/w-bestsellers?source=help; https://www.outdoorvoices.com/; https://www.outdoorvoices.com/; https://www.outdoorvoices.com/pages/faq,,,https://www.instagram.com/outdoorvoices,https://www.facebook.com/OutdoorVoices,https://www.tiktok.com/@outdoorvoices,,https://www.instagram.com/outdoorvoices; https://www.facebook.com/OutdoorVoices; https://www.tiktok.com/@outdoorvoices,direct_profile_found,https://hunter.io/search/outdoorvoices.com,https://www.linkedin.com/search/results/companies/?keywords=Outdoor%20Voices,email first; LinkedIn or Instagram fallback,bun dev # then audit outdoorvoices.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Outdoor Voices, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like activewear use-case matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Outdoor Voices, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Marine Layer,Apparel,marinelayer.com,https://www.marinelayer.com/,93,A,DTC apparel,Large seasonal catalog and sizing,yes,press@marinelayer.com,press@marinelayer.com; ohhey@marinelayer.com,high_site,https://www.marinelayer.com/pages/press,https://www.marinelayer.com/; https://www.marinelayer.com; https://www.marinelayer.com/pages/contact; https://www.marinelayer.com/pages/contact; https://www.marinelayer.com/pages/press; https://www.marinelayer.com/pages/about-us,,,https://www.instagram.com/marinelayer,https://www.facebook.com/marinelayer,https://www.tiktok.com/@marinelayer,,https://www.instagram.com/marinelayer; https://www.facebook.com/marinelayer; https://www.tiktok.com/@marinelayer,direct_profile_found,https://hunter.io/search/marinelayer.com,https://www.linkedin.com/search/results/companies/?keywords=Marine%20Layer,email first; LinkedIn or Instagram fallback,bun dev # then audit marinelayer.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Marine Layer, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like large seasonal catalog and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Marine Layer, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Faherty,Apparel,fahertybrand.com,https://fahertybrand.com,93,A,DTC apparel,Premium apparel and fit guidance,yes,contactspresspress@fahertybrand.com,contactspresspress@fahertybrand.com; press@fahertybrand.com; hello@fahertybrand.com; online@fahertybrand.com; athello@fahertybrand.comfor; lynntaylor@fahertybrand.comcustomer; faherty@sunshinesachs.com,high_site,https://fahertybrand.com/pages/contact,https://fahertybrand.com; https://fahertybrand.com; https://fahertybrand.com/pages/contact; https://fahertybrand.com/pages/contact; https://fahertybrand.com/pages/contact; https://fahertybrand.com/pages/faq; https://fahertybrand.com/; https://fahertybrand.com/pages/about; https://fahertybrand.com/; https://fahertybrand.com/,,,https://www.instagram.com/fahertybrand,https://www.facebook.com/FahertyBrand,,,https://www.instagram.com/fahertybrand; https://www.facebook.com/FahertyBrand,direct_profile_found,https://hunter.io/search/fahertybrand.com,https://www.linkedin.com/search/results/companies/?keywords=Faherty,email first; LinkedIn or Instagram fallback,bun dev # then audit fahertybrand.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Faherty, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like premium apparel and fit guidance, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Faherty, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Taylor Stitch,Apparel,taylorstitch.com,https://www.taylorstitch.com/,93,A,DTC apparel,Menswear fit and product education,yes,hello@taylorstitch.com,hello@taylorstitch.com,high_site,https://www.taylorstitch.com/blogs/help-center,https://www.taylorstitch.com/; https://www.taylorstitch.com; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/blogs/help-center; https://www.taylorstitch.com/pages/wholesale-registration; https://www.taylorstitch.com/pages/wholesale-registration,,,https://instagram.com/taylorstitch,https://facebook.com/taylorstitchclothing,,,https://instagram.com/taylorstitch; https://facebook.com/taylorstitchclothing,direct_profile_found,https://hunter.io/search/taylorstitch.com,https://www.linkedin.com/search/results/companies/?keywords=Taylor%20Stitch,email first; LinkedIn or Instagram fallback,bun dev # then audit taylorstitch.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Taylor Stitch, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your apparel catalog, answer buyer questions like menswear fit and product education, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Taylor Stitch, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Tecovas,Footwear,tecovas.com,https://www.tecovas.com/,93,A,DTC footwear,Boot sizing and style matching,yes,alton.chaney@tecovas.com,alton.chaney@tecovas.com; howdy@tecovas.com; info@afterpay.com,high_site,https://www.tecovas.com/,https://www.tecovas.com/; https://www.tecovas.com; https://www.tecovas.com/help-center; https://www.tecovas.com/help-center; https://www.tecovas.com/p/accessibility; https://www.tecovas.com/p/accessibility; https://www.tecovas.com/help-center; https://www.tecovas.com/story/our-retailers; https://www.tecovas.com/p/accessibility,,,https://www.instagram.com/tecovas,https://www.facebook.com/tecovas,https://www.tiktok.com/@tecovas,https://www.youtube.com/@Tecovas,https://www.instagram.com/tecovas; https://www.facebook.com/tecovas; https://www.tiktok.com/@tecovas; https://www.youtube.com/@Tecovas,direct_profile_found,https://hunter.io/search/tecovas.com,https://www.linkedin.com/search/results/companies/?keywords=Tecovas,email first; LinkedIn or Instagram fallback,bun dev # then audit tecovas.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Tecovas, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like boot sizing and style matching, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Tecovas, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Kizik,Footwear,kizik.com,https://kizik.com,93,A,DTC footwear,Hands-free shoe education and sizing,yes,press@kizik.com,press@kizik.com; customerservice@kizik.com; customerservice.intl@kizik.com; support@kizik-japan.com,high_site,https://kizik.com/pages/press,https://kizik.com; https://kizik.com; https://kizik.com/pages/contact; https://kizik.com/pages/contact; https://kizik.com/pages/press; https://kizik.com/pages/press; https://kizik.com/pages/about; https://kizik.com/pages/about-us; https://kizik.com/pages/accessibility; https://kizik.com/pages/faqs,,https://twitter.com/wearkizik,https://www.instagram.com/kizik,https://www.facebook.com/wearkizik,https://www.tiktok.com/@wearkizik,https://www.youtube.com/@Kizikdesign,https://twitter.com/wearkizik; https://www.instagram.com/kizik; https://www.facebook.com/wearkizik; https://www.tiktok.com/@wearkizik; https://www.youtube.com/@Kizikdesign,direct_profile_found,https://hunter.io/search/kizik.com,https://www.linkedin.com/search/results/companies/?keywords=Kizik,email first; LinkedIn or Instagram fallback,bun dev # then audit kizik.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Kizik, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like hands-free shoe education and sizing, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Kizik, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
Birdies,Footwear,birdies.com,https://birdies.com,93,A,DTC footwear,Sizing style and gift discovery,yes,press@birdies.com,press@birdies.com,high_site,https://birdies.com/blogs/birdies-press,https://birdies.com; https://birdies.com; https://birdies.com/pages/contact; https://birdies.com/pages/contact-us; https://birdies.com/pages/faq; https://birdies.com/blogs/birdies-press; https://birdies.com/pages/about; https://birdies.com/pages/about; https://birdies.com/pages/faq?hcUrl=%2Fen-US; https://birdies.com/blogs/birdies-press,,,https://www.instagram.com/birdies,https://www.facebook.com/birdiesslippers,,,https://www.instagram.com/birdies; https://www.facebook.com/birdiesslippers,direct_profile_found,https://hunter.io/search/birdies.com,https://www.linkedin.com/search/results/companies/?keywords=Birdies,email first; LinkedIn or Instagram fallback,bun dev # then audit birdies.com,"Hi {first_name} - I'm building Agent Audit for commerce teams. For Birdies, the high-value question is whether ChatGPT, Perplexity, and shopping assistants can correctly understand your footwear catalog, answer buyer questions like sizing style and gift discovery, and land shoppers on the right PDP without losing intent. I can send a free 3-page audit showing the exact prompts where agents misread Birdies, cite the wrong product, or fail to preserve purchase context. Worth sending over?",
